file_name,caption
4601570028.jpg,A graying man with glasses is standing in back of a barber's chair in a seemingly empty barber shop.
4601634498.jpg,An elderly man sitting at a table in an empty restaurant.
460188299.jpg,A man in a blue shirt is throwing a dart while a soccer game is being aired on a large screen behind him.
4601900180.jpg,2 children jumping with an older man on a street
460195312.jpg,A man with dark hair and a red shirt throws a dart at an off-camera target.
460195978.jpg,A woman flies a kite in a field while her dog watches.
4602508987.jpg,Two ladies in sunglasses sit and rest on a black marble decoration in the city.
4602993681.jpg,"A young African woman is staring at a camera, in front of a bunch of clay pots."
4603095253.jpg,A woman in a black tank top holding her purse on one shoulder is looking at something in the distance while wind glows her light brown hair across her face.
4603097016.jpg,A woman wearing red sunglasses sitting on a bench with her dog.
4603099689.jpg,A blond woman in a yellow shirt standing by a woman in an orange shirt.
4603099757.jpg,A woman wearing a yellow t-shirt is squinting.
4603100449.jpg,"Two young women walking, one tall, blond, model-like is in a zebra stripe outfit, the other shorter Asian in a white chemise."
4603102259.jpg,"Two women, one in a green shirt and one in a brown shirt, walking down the street with water bottles."
4603247500.jpg,An elderly man is standing in a t-shirt shop.
460326010.jpg,A boy chasing a pigeon on a pier.
4603350261.jpg,A woman in a red shirt sits resting with her chin in her hand and gazes off to the left.
4603494357.jpg,A woman in sunglasses is holding an umbrella.
460350019.jpg,A black dog and a woman in a red shirt playing tug-of-war.
4603546829.jpg,A woman is walking arm-in-arm with an elderly woman through a crosswalk in New York City.
4603555535.jpg,A woman in a blue plaid shirt and sunglasses scratches her face as she walks down the street.
4603568271.jpg,A woman in brightly colored pants and a hat is walking by the corner of a building.
4603628963.jpg,"Three people are playing soccer, one wearing orange, two wearing blue of which one is in the midst of jumping in the air."
4603713542.jpg,A woman in a peach tank top and jeans is walking next to a woman in a gray shirt and yellow scarf.
4603716254.jpg,A man in a black graphic t-shirt wearing a white towel across the bottom portion of his face.
4603790455.jpg,"A woman with blond-hair and carrying a camera is walking with a young man with short, dark hair."
4604078858.jpg,A worker is on a cherry picker in a palm tree.
4604103482.jpg,Shirtless man with blank pants engaged in skateboarding upon a cityscape.
4604105970.jpg,A girl with her hair pulled back is wearing sunglasses.
4604111022.jpg,An elderly gentleman takes time away from his tasks to eat.
4604145026.jpg,A woman walks down the street listening to her mp3 player.
4604151896.jpg,A man wearing a yellow jacket meets with a woman by the street to have a conversation.
4604156574.jpg,An elderly woman walks down the streets of a busy city.
4604364861.jpg,A mounted policeman passes a biker.
4604403226.jpg,Girl in a gray tank top and sunglasses looking to the right.
4604410267.jpg,A woman in green boots and a green bag talking on her cellphone as she walks.
4604563597.jpg,"Young people sit in plastic chairs arranged around a set of stairs in a covered concrete area, wearing swim clothes, resting, and waiting."
4604848309.jpg,A man stands in front of a camera in a Walmart store.
4604969760.jpg,Three little girls wearing brown and pick sweaters are walking on the street.
4604977910.jpg,A woman in a black shirt is watching a seal swimming in an aquarium.
4604980786.jpg,A pink and white umbrella conceals the torso and head of a girl standing near a shop window.
4605314351.jpg,"A woman in a brown jacket passes by a column with an advertisement pasted on it, featuring red lettering and a person's face."
4605435037.jpg,A man with dreadlocks wearing a blue shirt poses with his arm around a drag queen who has post-it notes in her hair.
4605436317.jpg,Two woman wearing costumes on the street.
4605605328.jpg,A woman riding a scooter on a sidewalk in the city.
4605779731.jpg,Boat sitting on ground filled with sand.
4606346038.jpg,Two young athletes battling for the ball in a game of field hockey.
4606399898.jpg,"An older man sitting on a bench, on the sidewalk, reading a book."
4606522320.jpg,Men in red caps stand in an audience of some sort amid costumed figures.
4606525245.jpg,A group of young men and women walk down a busy street.
4606714393.jpg,People out for a stroll on a picturesque European city street with a green rotunda in the background.
4606967207.jpg,An Asian man prepares food on a counter next to a cat.
4607088777.jpg,A crowd of people on the sidewalk with a bus driving by.
4607216899.jpg,An African woman carries a bag of groceries down the street.
4607217117.jpg,Two men with no shirts on a balcony pointing and looking up.
4607507068.jpg,A Latino woman is standing outside raising her arm with a band playing in the background.
4607606901.jpg,A young girl pets a brown doe in the sunshine.
460781612.jpg,"A white dog in a jump, holding a plate in his mouth."
4608202893.jpg,A businessman sits with his papers on his knee by a statue of a businessman with an open briefcase.
4608463080.jpg,A nice brick and stone building outside with a woman seen walking a baby carriage.
4608645089.jpg,"A man with his head covered by a scarf looks opposite of the camera at other pedestrians walking by, while talking on cellphones."
460869455.jpg,A group of children and what appears to be their parents are gathered outside of a Papa Johns restaurant.
4608727143.jpg,A female is looking out onto a New York City street.
4608742964.jpg,Three people are riding a carriage pulled by four horses.
4609086520.jpg,Three people playing foosball near a partially drank beer.
4609093656.jpg,A man in a blue shirt wearing a backpack walks through a door.
460921330.jpg,"A girl in a black shirt is jumping in a sandy area, and a man in a black shirt is bending over in the background."
4609256878.jpg,"A blond girl wearing flannel and a brunette wearing a red shirt, both in jeans, are sitting in a tree with a crowd in the background."
4609328082.jpg,A man in a white baseball hat takes down a banner hanging from a fire escape.
4609342954.jpg,A white man in a blue shirt and black jacket standing outdoors.
4609351402.jpg,A woman in dark blue standing by a door on the phone.
460935487.jpg,A dog is turns back toward the camera near some potted plants.
4609441559.jpg,A girl in purple doing the long jump at a track event.
460973814.jpg,Two women and a man sit at a table having coffee in a home.
4609788189.jpg,A teenage boy gets a lot of air on his bike at a bike course.
4609789441.jpg,A young boy with a black shirt and jeans riding a bike on a large bike ramp.
4609961499.jpg,A boy rides a bicycle down the street wearing a large yellow lemon-shaped sign while a multitude of people wait in line on the sidewalk.
4610000381.jpg,Two females are walking with their backs turned to the camera.
4610036299.jpg,A woman in a striped black and pink shirt is sitting on a step.
461019788.jpg,A couple stands on a dock by the water hugging.
4610444848.jpg,A wedding party poses for pictures on a swing set.
461044512.jpg,A little girl in a pink Dora shirt with a pink hat on and a pink lei around her neck is cleaning some rocks with a toothbrush in a white plastic tub.
4610461009.jpg,Women wearing a silver wig big glasses carrying a basket with cigarette in hand.
4610507935.jpg,A female child and a woman looking at a painting on a wall.
461085759.jpg,A man in a blue shirt helping a man in a red shirt fix a trail bike
4610962283.jpg,A woman smiling as she plays the harp.
4610973875.jpg,A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel.
4611068200.jpg,Woman with a basket of candy in her hand.
4611115315.jpg,Two men jump over hurdles in front of a brick building.
461118477.jpg,Two children wearing hats hang onto to bamboo trees.
4611331470.jpg,"Two men one in shorts and a button-up shirt, and the other in a blue collared shirt, talking."
4611354093.jpg,A woman in sunglasses and a short skirt stands on a street filled with smoke or fog.
461139045.jpg,A young woman is standing in a darkly-lit room with two red lamps hanging overhead.
461139063.jpg,A woman examining a lamp.
461139067.jpg,"A man, wearing a bracelet, is extending his arm towards dynamic shaped, colorful wall lamps."
461139075.jpg,A lady is standing up holing a lamp that is turned on.
4611580339.jpg,Men preparing a cannon in front of a castle.
4611771929.jpg,A young man is playing foosball with a couple other people.
4611790729.jpg,"A group of people standing on a city street in front of a red car, in which one woman with red-hair and black shirt with a red suitcase speaking to a portly man wearing a creme shirt and brown shorts."
4611964104.jpg,"A man, woman and dog are walking down a street lined with shops."
4612021294.jpg,"A teenager is jumping in a field, next to a tennis court, wearing a hat and a plaid shirt."
4612024952.jpg,The Oxford Circus Station has many visitors right beside the subway.
4612060755.jpg,"A guy wearing shorts and a white t-shirt is skateboarding down the road, while someone sits and watches him from the curb."
461207690.jpg,A worker with a hard hat working on a rig high off the ground.
4612135887.jpg,Two young children hopping on stones above a river.
4612142419.jpg,A short-haired man wearing blue jeans with a jacket wrapped around his waist is helping a small boy with a cap to cross a body of water on small stepping stones.
4612143549.jpg,Several young people walk across the water on a series of stepping stones.
4612281699.jpg,A young boy and girl play in a flooded street in front of a green house.
4612284643.jpg,A woman dressed as a belly dancer walks behind three people sitting on steps.
4612286887.jpg,"A young woman wearing a long black skirt and a black halter top, fans herself while sitting next to a tree."
4612314410.jpg,People stand near the entrance to the Fulton Street Subway Station.
4612587813.jpg,A man in dark clothing walking in a transit station.
4612733800.jpg,A man with a broom on a smoky road.
4612743480.jpg,"Two elderly people wearing blue shirts are sitting by a rock formation, socializing while they eat."
4612743950.jpg,Two older women are sitting on a bench in front of a stone building and enjoying box lunches.
4612747178.jpg,An old couple is sitting against a tree next to some water.
4612748550.jpg,Three people crossing a path of stones over a pond.
4612748992.jpg,A young boy and a younger girl walking across water on stepping stones
4612764815.jpg,"Three people wearing a striped, pink, and green shirt look on and converse with others"
4612828257.jpg,"Travelers wait in an airport, surrounded by advertisements."
4612831165.jpg,Asian bride and groom leaving a church with crowd throwing confetti on them.
4612954712.jpg,Two little girls wearing pink dresses and sandals
4613097862.jpg,A shot of the University of Pittsburgh near a bus stop.
4613186973.jpg,A woman in a pink shirt is making orange juice in a restaurant.
4613262585.jpg,A little girl riding on a man's shoulders.
4613263773.jpg,"At a crowded outdoor event, many people are milling about, with four girls playing jump-rope in the immediate foreground."
4613264235.jpg,Two children wearing a uniform of pink shirts and blue pants are standing in a grassy field at an event.
4613264477.jpg,Girls wearing pink clothing playing the hula hoop.
4613268345.jpg,A man is standing next to a billboard advertising 9-11 conspiracy theories.
4613268823.jpg,A man rides a cart with a display asking for an advertisement up onto a curb.
4613883258.jpg,A drummer gives a performance to a group of children.
4613887642.jpg,Two young women with brown hair are sitting on a curb.
4613916679.jpg,A large group of men are gathered around a lantern at night.
4613923161.jpg,Five people performing a dance on stage
4614085621.jpg,"A ballerina wearing a costume mouse head stands on her toes, with the city as the backdrop."
461413605.jpg,A man in white shirt carving or slicing blocks of ice.
4614190206.jpg,Two young women in boots sit down on bricks outdoors and concentrate on a book with a motorcycle helmet to the side.
4614283206.jpg,Four people talking in a presentation room.
4614358086.jpg,A policeman watches while many people participate in a marathon.
4614811971.jpg,A young woman in a dark tank top and orange sunglasses plays the drums.
4614813437.jpg,Two musicians performing on stage.
4614816401.jpg,"A man plays guitar in front of a large sign, with another man playing drums behind him."
4614873969.jpg,"Three guys, with electric guitars playing at a benefit concert, the lead singer is wearing sunglasses and green tennis shoes."
4614953559.jpg,A woman with a blue plaid shirt and a bandanna makes bread.
461505235.jpg,"A person is climbing a cliff wall, over a rocky shore, using a rope."
4615061039.jpg,"A Man in a brown shirt and hat, singing outside with a microphone."
4615085714.jpg,Woman in green and white striped cap stands near graffiti.
4615108782.jpg,African women at work walking around with woven baskets on their head.
4615250594.jpg,Two elderly women sit together and talk with her flowers around her.
4615485077.jpg,Police in riot gear fill a street lined with spectators in red clothing.
4615498560.jpg,The band consisting of 4 members is playing on a stage behind a giant banner with the word 'york' behind them and there is a photographer to their right; taking their picture.
4615550262.jpg,A boy band playing outdoors for a benefit concert.
4615629011.jpg,A white statue is showing a woman caressing her hair.
4615743138.jpg,Man singing on a stage with band.
4615757994.jpg,A black male with a red hat holding a microphone.
4615770260.jpg,"A woman in a white tank top is holding a microphone and singing with a man in a brown shirt, who is also holding a microphone."
4616045208.jpg,"A man with a purple bandanna is clad in police riot gear, including a helmet and a vest marked ""Police""."
4616068657.jpg,A redheaded woman is closing her eyes on a day with a dark atmosphere.
4616293960.jpg,Many different people are shopping at an indoor market.
4616320530.jpg,"Participant 3442, a child in a yellow shirt, runs in a race."
4616443347.jpg,"Three people are walking by a wall which has a painting of a doctor checking a heart on a ""I heart NY"" poster."
4616477003.jpg,Asian girl playing Jenga fearing that the pieces will fall over.
4616529073.jpg,A poor black man holds a religious sign while standing outside of a food stand.
4617732753.jpg,Two men are discussing the details of a small tree in a pot while other men are working in the dirt.
4617745058.jpg,A girl hanging from a basketball goal while a boy on the ground looks on.
461784003.jpg,A white male in a green shirt and brown pants is jumping in the air with his arms extended and his legs pulled up on a pile of rocks in the middle of a grassy field on a sunny day.
4617869592.jpg,A group of people gathered outside at a patio table.
4617955480.jpg,"Two men, one wearing a face mask, are examining sheets of wood."
4617982332.jpg,Two women and a man stand around a barbecue.
4618092593.jpg,Two guys are shaving their heads with razors.
4618347870.jpg,A man placing his hand inside the pot of a small tree as he squats behind a row of other small trees.
4618355872.jpg,A woman with a helmet and glasses takes a closeup photo of a piece of vegetation.
4618572855.jpg,A seated black woman is waiting for a subway.
4618622923.jpg,A band on stage in front of a body of water.
461866432.jpg,"Two young children are watching tv, while sitting on a red couch."
4618885426.jpg,"Two little girls, playing together in the sand."
4619396193.jpg,Wrinkled man wearing a black leather jacket and beret jotting notes on a piece of paper while sitting outdoors on a bench.
4619477123.jpg,A long-haired woman is singing into a microphone.
4619640749.jpg,Elderly people sit on the street playing a game.
4619654311.jpg,Two older gentlemen play a game of checkers.
4619702530.jpg,A man sits between an orange cane and an orange flower pot with his head bowed.
4619832775.jpg,"A woman, carrying a pink bag and white umbrella, walks down a subway."
4619879173.jpg,"A small, Asian girl wearing a white outfit running down the street while there is a woman wearing a pink baseball hat behind her in the distance."
4620028074.jpg,"A girl, sitting on a bridge staring at the water."
4620131873.jpg,A girl in low-cut jeans and black top is walking with a piece of paper in her hand.
4620203846.jpg,An Asian woman with a bicycle taking photographs outside.
4620293662.jpg,A young child with ringlet curls laying in a grassy area blows dandelion fuzz off a stem.
4620399509.jpg,An Asian girl in a tight white floral dress is crossing the street at night while talking on her cellphone.
4620455202.jpg,A woman is pouring coffee in the mountains.
4620548112.jpg,"A woman and her child bike down a scenic road, with lush green plant life on the sides of the road."
4621091937.jpg,A group of men are relaxing on a sidewalk.
4621100791.jpg,A man wearing a denim jacket and biker boots is sleeping on a bench.
4621123071.jpg,"A person lying down outside, head rested on a Luis Vuitton bag."
4621125014.jpg,A bald man in a T-shirt is emptying a dishwasher in a kitchen.
4621165455.jpg,A man walks by a club called 'Gruta'.
4621219089.jpg,A man and a woman in Indian garb are weighing a metal container.
4621393910.jpg,A man looks out of a building window while standing under a puerto Rican flag.
4621559450.jpg,A street vendor sitting on a sidewalk with eggs and live chickens.
4621603389.jpg,A girl with a blue tank top sitting watching three dogs.
4621699159.jpg,Man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings.
4621700753.jpg,A musician in a colorful shirt appears to perform a solo on a slide guitar at an crowded outdoor musical event.
4621758865.jpg,An older hispanic man in a white hat sits on a cart being pulled by donkey on a rustic road.
4621759288.jpg,People of all ages are resting on blankets in the grass on a sunny day.
4621762010.jpg,Three men in jackets are sitting on a park bench.
4621831701.jpg,Man singing and playing the guitar in a suit.
462198798.jpg,A black dog and its reflection are seen near a pond ringed by dry foliage.
462220690.jpg,"A little girl wearing a yellow coat, striped scarf, pink rain boots, and carrying a white purse is walking with her Golden Retriever down an icy and puddled road."
4622296311.jpg,"Three men and one woman, who is wearing a headscarf, are mounted on scooters with palm trees behind them."
4622326549.jpg,A person on a mini motorbike wearing red garment and a cloth to cover her face riding along a road.
4622334438.jpg,A man wears a white turban outside.
4622340284.jpg,A woman is riding a scooter in a middle-eastern country.
4622379849.jpg,A man in a long-sleeved blue shirt is holding on to an iron fence while he is stretching his legs.
4622574943.jpg,A man with a backpack standing and resting his bicycle against a couple of mailboxes.
4622585657.jpg,A crossing guard is leaning against a light post.
4622635648.jpg,An old man sitting on a bus holding a briefcase.
4622779689.jpg,A blond woman in a brown sweater is standing behind a counter with a display of seafood.
4622844183.jpg,A street vendor cooks under a single light bulb at night.
4622860824.jpg,The woman wearing a hijab is driving a scooter.
462288558.jpg,A pitbull dog is biting another dog on the face.
4622908706.jpg,A woman pushes a kid in a stroller along side a large trailer.
4622915732.jpg,Two attractive women stroll down a crowded brick street at night.
4622921215.jpg,A New York City taxi drives past crowds of people on the sidewalks.
4622993220.jpg,"A young asian woman walks past a blue wall that says ""Post No Bills."""
4622998986.jpg,"Three men, one in a pink shirt, and a woman are crossing the street."
4623000836.jpg,A group of kids walk down an urban street passing by graffiti and a small car and a couple bicycles.
4623003058.jpg,A woman wearing black sunglasses stands outside of a building.
4623009784.jpg,A woman wearing an olive green jacket and navy shirt looks tired as she comes up the steps from the subway.
4623083754.jpg,A lady in a blue dress is hugging three women.
4623188792.jpg,"Two men stand on a sidewalk next to an ATM sign, one smoking in casual wear, the other drinks a beverage wearing business clothes."
4623271447.jpg,A woman wearing a yellow shirt with big sunglasses is walking on a brick paved road.
4623271967.jpg,A photographer in blue shirt smoking in the middle of a street.
4623436283.jpg,People walking along the hill.
4623504999.jpg,"Three women in a small dingy room, two of which are standing at a table while one is sitting and looking into a microscope."
4623589654.jpg,Long line of people outside large urban building.
4623591448.jpg,Older Asian man looks on while sitting in his shop.
4623878062.jpg,A man is looking at a young woman who is wearing a cap and biting her nails.
4623878206.jpg,A tattooed woman with a green dress and yellow backpack holding a water bottle is walking across the street.
4623878314.jpg,A man in glasses and a striped shirt walks down the street with one hand in his pocket.
4623878560.jpg,A man in a dress shirt walking down a street in Kuala Lumpar
4624337625.jpg,A person in a light green jacket carries a multicolored umbrella in an outdoor public area.
4624341277.jpg,A man on stilts wearing a giant top hat stares down at a little girl in a red shirt.
4624487350.jpg,A man in a blue shirt locks a blue shutter next to a nail polish advertisement.
4624636407.jpg,"A person sits next to light pole that has flags on it with anchors, overlooking a river and a city front on the other side."
4624956100.jpg,A man steadies a red ladder while another man has climbed it.
462509510.jpg,A senior sitting on a stone path giving a shoeshine.
4625152980.jpg,A cadet tossing his firearm into the air for during a celebration.
4625244996.jpg,A white dog sitting on a dock next to some sailboats.
4625272395.jpg,Two ballerinas wearing red and performing on stage.
462555896.jpg,One female wearing a blue sweatshirt and ski cap is holding a camera and jumping.
4625651551.jpg,Two brunette females wearing sunglasses in the outdoors.
4625676487.jpg,Three people are looking at a blue aquarium of fishes.
4625729459.jpg,Two men with green boxing gloves fighting in an arena.
4626191837.jpg,"People stand in line in front of a store advertising beer, ice, wine and tobacco."
4626192243.jpg,"A man in a black shirt is about to cross the road while on his cellphone, another man is laying on the ground while a lady in the background watches."
462653883.jpg,Window washers outside a Chinese restaurant.
4626556918.jpg,A guy wearing a black shirt and pants at a skate park outdoors.
462663804.jpg,Two barefoot men are playing on a green lawn outside a building with other people in the background.
4626799348.jpg,"Nine people standing around and crossing a city street named Larkin, near a wine store and a large sign reading ""Thain House."""
462704170.jpg,Two bicycle taxi (rickshaw) drivers sleeping in the cabs of their vehicles.
462725077.jpg,"Two Asian women, one older, one younger, are surrounded by oriental trinkets."
4627601777.jpg,A man and a boy walk on a path next to a body of water.
4628091089.jpg,Two police officers walking by a beach.
4628337496.jpg,A lady is walking across a road using an umbrella to shade her from the sun.
4628365284.jpg,A man is resting with his shoes off outside of a building.
4628366802.jpg,Two people in gray shirts riding the bus.
4628406069.jpg,Two workers are wearing hard hats while one of them begins to descend into a floor hatch.
4628572465.jpg,A girl wearing a white top is sitting in between two other people with a large sketchpad in front of her.
462879289.jpg,"A girls' soccer team in green and black uniforms and their coach, wearing a white shirt and shorts, are stretching their legs out on the field."
462882962.jpg,A group of construction workers in hard hats on a balcony.
4629118430.jpg,A couple is standing outside a German restaurant examining the menu.
4629445758.jpg,"A group of men and women wearing costumes, goggles, and hats sit and stand around an indoor table while conversing and drinking coffee or tea."
4629577937.jpg,A police officer in a black uniform and protective gear is standing in a crowd.
4629605656.jpg,Several adults are tending their children outside on a sunny day.
462962059.jpg,A woman walks by a tall black door.
4629625465.jpg,Little boy in a red shirt and tan pants standing on a step stool in a shower.
4630116750.jpg,"A man is bent over by an old stone wall, looking into his backpack."
4630355820.jpg,Four women (one with bright pink hair and clothes) look at something.
4630818826.jpg,A young woman with curly red-hair wearing a blue shirt.
4630824427.jpg,A woman acts out a dramatic scene in public behind yellow caution tape.
4630825353.jpg,A woman lying on asphalt in the middle of a busy park.
4630881369.jpg,Young boy with powder and blue paint on his face looks away.
4631033411.jpg,"A Muslim woman in glasses, wearing a red shirt and purple burka, stands with her back to the camera, leaning against a wall."
4631072108.jpg,African American man stands outside wearing a colorful orange and yellow shirt and jacket.
4631131293.jpg,A crowded street with a few people wearing white shirts and polka dotted skirts walking in a line.
4631136622.jpg,A lady in a gray skirt and black shirt has a child on her hip crossing the street with three additional young children.
463116316.jpg,A man about to snorkel while on a beach near a boat.
4631205536.jpg,A man in a gray shirt and shorts sits in a walkway as two individuals pass him by.
4631265529.jpg,A man that appears to be homeless lays in front of a yellow garage door.
4631310439.jpg,"A group of people, the majority of whom are male, are standing at the foot of a flight of stairs looking up."
4631313449.jpg,A man wearing a white shirt and dark pants is standing at the railing outside a building with Asian language writing displayed on it.
4631334859.jpg,An adult woman holding an umbrella is walking with a female child.
4631421666.jpg,"A man on rollerblades, dressed as a bear with clothes on, holds the bear head, while waiting behind a group of people."
4631421876.jpg,A African American Women in a bikini on a pole in front of a crowd of people.
4631422940.jpg,A person is swinging on a circular swing at dusk.
4631424466.jpg,Several people are lounging in the grass with a large crowd of people behind them.
4631424884.jpg,A trapeze artist dangles from fabric in front of a crowd of onlookers in a park.
4631476946.jpg,"A woman is dressed and face is painted with forks, spoons and knifes."
4631730020.jpg,A street corner has a few individuals waiting to cross.
4631804601.jpg,A bearded man uses tools to carve a wooden object.
4631830645.jpg,Women in ethnic clothing sing together.
4631831983.jpg,Some men and some women are standing outside while wearing colorful clothing.
4631832689.jpg,A man sitting in a chair in front of a wall of pictures.
4631838133.jpg,An older gentleman with a slightly gray beard is sifting through a stack of pots in a water trough.
4631840705.jpg,A male rock climber is scaling a wall while another man belays him.
4631909374.jpg,A man bends down in an outdoor area that is also covered while birds walk around him.
4631915030.jpg,"A green sign in several languages mentions Facebook and Twitter, while people talk below in the sunlight."
4631958466.jpg,Asian women wearing surgical masks are walking down the street carrying mops.
4632399460.jpg,A man wearing an orange shirt is serving snow cones from an ice cream cart.
463246331.jpg,Two asian women working in a restaurant prepare meals.
4632504882.jpg,A man with a megaphone is standing next to a bike with a red and yellow flag.
4632869465.jpg,A blond girl smiles while holding flowers and her diploma after a graduation ceremony.
4632905427.jpg,A man in a green hat is walking by a concrete wall.
4633043171.jpg,An old man wearing a gray jacket is looking at a red bus on the street next to a large sign.
4633066958.jpg,"Three children in big balls inside of a swimming pool, at a festival."
4633221176.jpg,A small baby is crying with eyes closed and fists clenched.
4633260902.jpg,Police in riot gear walk down a street.
4633283026.jpg,Two men wearing blue shirts are running in a marathon.
4633393040.jpg,This is a woman sitting on some steps resting her eyes and daydreaming.
4633636089.jpg,A man is jumping a bike over a red dirt ramp in the forest.
4633639059.jpg,A rider dressed in black on a green bike is in midair against a backdrop of trees and a pink hill.
4633771017.jpg,A man in a striped shirt is dancing with a woman in a white dress.
4633772793.jpg,A man wearing a goatee and knit cap is next to a woman with a black umbrella in the foreground of a group of attentive people.
4633788691.jpg,Two women are kayaking on a large body of river.
4633900611.jpg,"Bald man in white and black shorts, punching man with black hair, and red, orange and blue shorts."
4634063005.jpg,An older woman and a young girl face each other over a kitchen counter.
4634073036.jpg,A woman lying down on a skateboard knocks down some rainbow colored bowling pins.
4634099785.jpg,A man in a black jacket with black pants is walking down a street of buildings.
4634174359.jpg,A man in gray uniform is cutting something on the ground while a man in white uniform is watching him.
4634390308.jpg,A boy with long black hair is holding up a flag.
4634392868.jpg,Girls dance behind a man wearing a white robe and turban.
463439358.jpg,A man in front of a lake cleaning fish in a striped shirt.
4634534829.jpg,A blond girl is staring at a row of filled shot glasses.
4634549541.jpg,A man with sunglasses on his head and ring on his right hand is drinking from a glass.
4634560309.jpg,A man in a blue plaid shirt is touching a lady who is smiling with blond-hair and a brown plaid scarf around her neck.
463475838.jpg,Large crowd in a terminal.
463476205.jpg,A man on a motorcycle is riding in the street in the rain along with two green cabs and other vehicles.
463478807.jpg,A crowded sidewalk with people on it separated from the street by metal barriers.
4634848106.jpg,A group of men standing on a field of black balls.
4634886147.jpg,"A man in an onyx helmet plays an electronic flute as men watch, standing by some bicycles outdoors."
46348866.jpg,A man is preparing shaved ice from his cart.
46348868.jpg,A man wearing a red shirt and sandals is putting air into his bicycle's rear tire while a man in a white shirt holds the bicycle and a woman in a green floral dress watches.
4635028428.jpg,A man in a red shirt is looking at some items on the ground.
4635113623.jpg,A young man leans against a light pole next to a full trashcan while a bus decorated with an image of the Statue of Liberty and a flag passes on the street.
4635157412.jpg,Two men are standing on a ledge looking over a railing.
463551598.jpg,"A person in jeans, half-hidden by an umbrella."
463554115.jpg,An asian woman is sitting in a plaza with her luggage and holding a pale blue umbrella.
463568380.jpg,A man is carrying a plastic case over his head amongst a group of people.
463571374.jpg,"Many people walk and stand on a crowded street, carrying bags."
4635771697.jpg,A toddler sitting on a green and white striped blanket in a very grassy area.
4635783933.jpg,A group of people are walking towards a Bistro.
4636054805.jpg,A woman and a shirtless man sitting on a bench on a pier.
4636055948.jpg,A woman in a floral dress is carrying a bucket of water down a countryside path.
46360594.jpg,Two young girls selling toys.
463608562.jpg,A man in a red shirt and khaki pants fixing dinner on the grill.
4636277239.jpg,"A woman with red-hair stands behind a fence with her camera, along side other people."
4636392873.jpg,A man in a suit cheering in a library in front of children.
4636445159.jpg,Woman wearing an orange scarf holding a cellphone.
4636627093.jpg,A bicyclist in a white shirt and black shirt is fixing a bike on the sidewalk while other look on.
4636759204.jpg,Two women wearing graduation hats and robes are smiling.
4636978915.jpg,A standing man in a suit finishes his turn in a chess game as his seated opponent begins his in a crowded park.
4637004566.jpg,A blond-haired boy in his pajamas sits on a red chair next to a black guitar and looks at a book.
4637051450.jpg,Two women are walking through an urban setting with camping equipment.
4637052380.jpg,A man wearing a gray hat is playing a violin.
4637122547.jpg,"A young Asian girl in orange pants, gold jewelry, and a gold crown, holds an orange parasol while she walks through a grassy park with others."
4637210622.jpg,A male pouring liquid into a cup out of a tea kettle.
4637290045.jpg,"A group of people standing around in a public area like a city, one man wearing a red jacket, sunglasses, and a hat in the foreground crossing his arms and looking the other way, another man wearing a black hat and black jacket is looking forward, with a sheriff ambulance in the background."
4637336317.jpg,A woman is barbecuing tasty looking food in the park.
4637337239.jpg,A guy sitting on the grass in a blue tank top and jeans putting up a Badminton net.
4637341301.jpg,Many small sailboats sitting at a dock.
4637420068.jpg,People going through sand dunes on the way to the beach.
4637466845.jpg,A shirtless beggar holds out a plastic cup as people walk past him.
4637704411.jpg,An older man carrying bananas on his head in a basket.
4637796410.jpg,"Football player #40 in black and white uniform catching a football, while teammate #28 looks on."
463786229.jpg,A bee on top of a flower
4637912498.jpg,Two people wearing red are sitting on a brick wall drinking coffee.
4637931300.jpg,"A man in an orange construction vest walks in a parade with a child atop his shoulders, carry balloons."
4637942232.jpg,A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.
4637943700.jpg,"A young woman in an ""I Heart Bill Clinton"" T-Shirt cooks meat on a grill in a public picnic area, while two young men converse behind her and a bicyclist and motorcyclist ride by on a nearby road in the background."
4637947642.jpg,Young man with a cigarette placing food on a paper plate.
4637950362.jpg,"A young, shirtless man wearing sunglasses smokes a cigarette in a field."
4637951374.jpg,"Eleven people gather in lake, group on left are male and conversing, group on right, male and female, walking further out into lake."
4638368806.jpg,Three people cleaning an apartment together.
463848726.jpg,A man with glasses is peeling the paint off of a window pane.
463852657.jpg,A laughing woman holds a pink star shaped lamp towards the head of a shadowed person in the foreground.
4638560669.jpg,A dark-skinned boy talking to a smaller dark-skinned boy in the middle of a street in a rural area.
4638645892.jpg,"A dark-skinned person wearing an elaborate green, white, and blue feathered headdress, blue sequined bra, belly-button ornament, and a blue and white loincloth with strings that extend down one leg dances while event staff wearing ""Carioca de Copenhagen"" t-shirts stand nearby."
4638657067.jpg,"A man dressed in a red t-shirt and blue jeans eats food he's holding in his hand, as he walks along a busy sidewalk, with an antique-style sign advertising wedding rings on the right-hand side of the picture."
463875230.jpg,A young girl in a pick shirt swinging up in the air on a swing set
4638839630.jpg,A chef poses with a magazine cover.
4638840250.jpg,A woman in a black shirt pouring a cocktail.
4639084289.jpg,A couple hugs as people walk buy at an outdoor event.
4639265576.jpg,"A man in a blue jacket sits alone at a bare, pine table in front of a flower market."
